6,50628,57347,0.001187 
8,449605,468577,0.004052 
207,4374842,5555567,0.018117 
4007,8515459,87654337,0.080128 
40756,118205788,987654323,0.289543 
20544,253647140,3141592661,0.735911 
112354,9048018943,11111111113,1.506318 
1245628,49579028347,121212121223,5.264323 
87569,1342094524016,2718281828489,29.752512 
568236,14717101287551,16180339892149,76.744032 
4555786,778596955901441,800000000000017,612.546521 
